chemsys,auid,compound,spacegroup_relax,pearson,enthalpy_formation_atom,enthalpy_atom,band_gap,neg_formation_energy
Bi-W,aflow:ea6be9a839d46a11,Bi3W1,71,oI8,0.681353,-5.58517,,False
Bi-W,aflow:edf9caf47b30d039,Bi2W2,63,oS8,0.851488,-7.64439,,False
Bi-W,aflow:ee5fe060e20ce3cc,Bi2W2,129,tP4,1.1967,-7.29918,,False
Bi-W,aflow:ef3e59168d782e5e,Bi3W1,65,oS8,1.02609,-5.24043,,False
Bi-W,aflow:ef5be893b0220e7a,Bi4W2,12,mS12,0.548598,-6.46104,,False
Bi-W,aflow:ef03ba93c890f84e,Bi1W3,225,cF16,0.974135,-9.7511,,False
Bi-W,aflow:f1b98d7c4dbd4230,Bi4W4,194,hP8,0.730113,-7.76577,,False
Bi-W,aflow:f2f759b45bc42dde,Bi2W2,129,tP4,0.391058,-8.10482,,False
Bi-W,aflow:f206db6c03427e38,Bi1W2,191,hP3,1.22986,-8.75226,,False
Bi-W,aflow:f45b254543543e28,Bi1W2,164,hP3,1.10749,-8.87463,,False
Bi-W,aflow:f50807f48bc24dc4,Bi3W1,65,oS8,0.585185,-5.68133,,False
Bi-W,aflow:f7b696bcca6ece9b,Bi2W1,164,hP3,1.08397,-5.92567,,False
Bi-W,aflow:f73f647ed9266c91,Bi2W2,164,hP4,0.484366,-8.01151,,False
Bi-W,aflow:f95b61ad2eb8e9bc,Bi2W2,12,mS8,0.809755,-7.68612,,False
Bi-W,aflow:f906dfc9a0ad9f96,Bi4W8,205,cP12,1.89453,-8.08759,,False
Bi-W,aflow:fbde37f509dd7902,Bi1W2,225,cF12,2.05036,-7.93176,,False
Bi-W,aflow:fdcd868558f1a84c,Bi1W1,71,oI4,1.68688,-6.809,,False
Si-Ti,aflow:00f6f7a4859f8a97,Si1Ti1,123,tP2,-0.517701,-7.19888,,True
Si-Ti,aflow:027086dcad351c00,Si1Ti3,225,cF16,,-5.29136,0.0,False
Si-Ti,aflow:035005d26a3a6939,Si10Ti6,193,hP16,-0.279611,-6.64643,,True
Si-Ti,aflow:0584c139c084a2d4,Si32Ti16,141,tI24,,-5.20034,0.0,False
Si-Ti,aflow:062e682e0819fdeb,Si2Ti1,164,hP3,-0.155678,-6.41771,,True
Si-Ti,aflow:06488a3673184746,Si4Ti6,43,oF40,-0.467291,-7.39996,,True
Si-Ti,aflow:08181596ce02be16,Si2Ti1,139,tI6,-0.302958,-6.56499,,True
Si-Ti,aflow:085a8e754b166698,Si4Ti2,63,oS12,-0.360796,-6.62283,,True
Si-Ti,aflow:0926c59734de9c0a,Si4Ti8,141,tI24,-0.512696,-7.61303,,True
Si-Ti,aflow:0d08234e9a5cb0c9,Si2Ti4,12,mS12,-0.502209,-7.60254,,True
Si-Ti,aflow:0ec00691ede826cb,Si2Ti2,166,hR4,-0.126297,-6.80748,,True
Si-Ti,aflow:10dd391546932e98,Si3Ti1,166,hR4,0.0021405,-6.05031,,False
Si-Ti,aflow:1299d1652d953525,Si4Ti1,229,cI10,0.0433146,-5.8834,,False
Si-Ti,aflow:13cec7ce699427b5,Si5Ti1,191,hP6,0.364511,-5.47837,,False
Si-Ti,aflow:15bd1e89ac043b85,Si4Ti2,63,oS12,,-5.69194,0.0,False
Si-Ti,aflow:17bb38fb6a8f77cf,Si6Ti10,193,hP16,,-5.76873,0.0,False
Si-Ti,aflow:1783d7d72a8fa4cd,Si3Ti1,123,tP4,0.0178475,-6.03461,,False
Si-Ti,aflow:198d2d260fd5e5f8,Si1Ti3,10,mP4,-0.262928,-7.57283,,True
Si-Ti,aflow:1ae3bd45d6179bea,Si4Ti4,62,oP8,,-5.80938,0.0,False
Si-Ti,aflow:1ace7230aa66d468,Si10Ti8,193,hP18,-0.421245,-6.96271,,True
Si-Ti,aflow:1b5989939515015f,Si1Ti2,69,oF12,-0.351605,-7.45193,,True
Si-Ti,aflow:1e966bf9f1524e20,Si2Ti2,166,hR4,-0.0704743,-6.75165,,True
Si-Ti,aflow:1e88d917ad1ecb53,Si1Ti3,25,oP4,-0.317421,-7.62733,,True
Si-Ti,aflow:1fd888444f1d2136,Si1Ti3,47,oP4,-0.366645,-7.67655,,True
Si-Ti,aflow:20ad4edce1340f4e,Si2Ti2,141,tI8,-0.60368,-7.28486,,True
Si-Ti,aflow:21df2826868cca7f,Si8Ti4,70,oF48,,-5.19489,0.0,False
Si-Ti,aflow:21b107e50687bc69,Si3Ti1,12,mS8,-0.0962677,-6.14872,,True
Si-Ti,aflow:21726a8cad9c549d,Si2Ti1,139,tI6,-0.0954744,-6.3575,,True
Si-Ti,aflow:21ad3febe5ecd959,Si1Ti4,139,tI10,0.350902,-7.08475,,False
Si-Ti,aflow:21f6b8f06bac97be,Si1Ti3,166,hR4,-0.261842,-7.57175,,True
Si-Ti,aflow:229fb7b3eeb3d6b1,Si16Ti8,227,cF96,-0.107821,-6.36985,,True
Si-Ti,aflow:23fc8dae463223ee,Si3Ti1,25,oP4,-0.0759827,-6.12844,,True
Si-Ti,aflow:25a8bbdddcf04eeb,Si2Ti2,227,cF16,-0.0247882,-6.70597,,True
Si-Ti,aflow:27c4ef93b26a7a15,Si4Ti2,12,mS12,-0.360473,-6.6225,,True
Si-Ti,aflow:29c56da85e4fd267,Si2Ti1,139,tI6,,-5.52554,0.0,False
Si-Ti,aflow:2b120a23e2af20d1,Si4Ti2,74,oI12,-0.10936,-6.37139,,True
Si-Ti,aflow:2cf16654a0e09e1e,Si16Ti8,194,hP24,-0.142176,-6.40421,,True
Si-Ti,aflow:2e2553bd2d5dc396,Si2Ti4,8,mS12,-0.416198,-7.51653,,True
Si-Ti,aflow:2ead86c926a69123,Si1Ti3,123,tP4,-0.359463,-7.66937,,True
Si-Ti,aflow:2f048056459aa46f,Si4Ti2,63,oS12,-0.061184,-6.32321,,True
Si-Ti,aflow:2f59348e4a4b399a,Si1Ti3,221,cP4,-0.428117,-7.73802,,True
Si-Ti,aflow:30e9b3447388c409,Si4Ti2,12,mS12,-0.300978,-6.56301,,True
Si-Ti,aflow:3687bf1907849134,Si6Ti4,43,oF40,-0.372415,-6.8021,,True
Si-Ti,aflow:3963b66f3c5ebdf4,Si12Ti4,62,oP16,-0.207935,-6.26039,,True
Si-Ti,aflow:3be365eb6a55ff39,Si3Ti3,8,mS12,-0.29454,-6.97572,,True
Si-Ti,aflow:3d901af32e25708d,Si4Ti16,217,cI40,0.260115,-7.17554,,False
Si-Ti,aflow:3e13aaea9261fc4a,Si1Ti3,225,cF16,-0.318392,-7.6283,,True
Si-Ti,aflow:40798c1e93ca0ff1,Si2Ti2,65,oS4,-0.524524,-7.2057,,True
Si-Ti,aflow:418c153592e40ff4,Si1Ti3,12,mS8,-0.315421,-7.62533,,True
Si-Ti,aflow:43f31f42bc8cf5c5,Si3Ti1,123,tP4,-0.0332105,-6.08567,,True
Si-Ti,aflow:4302d4f18d82978d,Si1Ti2,164,hP3,-0.27904,-7.37937,,True
Si-Ti,aflow:43f19aa00f465456,Si2Ti1,139,tI6,-0.361832,-6.62386,,True
Si-Ti,aflow:44c764089b8806b3,Si2Ti1,71,oI6,-0.388629,-6.65066,,True
Si-Ti,aflow:448423e5087db1b3,Si4Ti2,141,tI12,-0.108944,-6.37097,,True
Si-Ti,aflow:456d24a2cb46e694,Si3Ti1,65,oS8,-0.0104595,-6.06291,,True
Si-Ti,aflow:450e368111bbd7d7,Si1Ti3,71,oI8,-0.420806,-7.73071,,True
Si-Ti,aflow:45dec2ea1a4f1d2c,Si3Ti1,44,oI8,-0.13217,-6.18462,,True
Si-Ti,aflow:460c1d8bfbc5a27c,Si6Ti10,193,hP16,,-5.7688,0.0,False
Si-Ti,aflow:468db3c4636445a2,Si2Ti2,51,oP4,-0.429306,-7.11049,,True
Si-Ti,aflow:477c18f864ac6232,Si16Ti20,92,tP36,,-5.80374,0.0,False
Si-Ti,aflow:487f50a064ba0eee,Si4Ti12,62,oP16,-0.447569,-7.75747,,True
Si-Ti,aflow:49013da019e05abb,Si2Ti6,223,cP8,-0.44368,-7.75358,,True
Si-Ti,aflow:4a0a99e4daff279c,Si1Ti3,44,oI8,-0.327761,-7.63767,,True
Si-Ti,aflow:4a2bc8bec704d401,Si8Ti10,193,hP18,-0.743845,-7.56474,,True
Si-Ti,aflow:4bc98b7938f5d034,Si2Ti2,63,oS8,-0.768667,-7.44985,,True
Si-Ti,aflow:4e301dfa36256d5f,Si3Ti1,139,tI8,-0.112459,-6.16491,,True
Si-Ti,aflow:4eda5dbdcda83046,Si2Ti4,225,cF12,-0.317341,-7.41767,,True
Si-Ti,aflow:4fbacf892f1746b9,Si4Ti2,8,mS12,-0.245853,-6.50788,,True
Si-Ti,aflow:50cfb3e9220c3f2e,Si2Ti4,191,hP3,-0.213225,-7.31355,,True
Si-Ti,aflow:507ba400e41c2573,Si2Ti2,63,oS8,-0.769476,-7.45066,,True
Si-Ti,aflow:50d53e5d4320e43a,Si2Ti2,129,tP4,-0.453992,-7.13517,,True
Si-Ti,aflow:548db462f3ad0221,Si2Ti1,69,oF12,3.555,-2.70703,,False
Si-Ti,aflow:5503771edfc6f335,Si4Ti4,194,hP8,0.140125,-6.54106,,False
Si-Ti,aflow:571cd907a6042c19,Si10Ti6,140,tI32,-0.206062,-6.57288,,True
Si-Ti,aflow:598c48779b2c2568,Si3Ti1,123,tP4,-0.19194,-6.24439,,True
Si-Ti,aflow:5b200d2828d8237e,Si3Ti1,10,mP4,-0.194311,-6.24677,,True
Si-Ti,aflow:5ddf3239c1832148,Si2Ti4,12,mS12,-0.5669,-7.66723,,True
Si-Ti,aflow:5db91f02e31ded68,Si8Ti4,70,oF48,0.0595394,-6.20249,,False
Si-Ti,aflow:5e11cef22212eb70,Si1Ti3,65,oS8,-0.232677,-7.54258,,True
Si-Ti,aflow:6015fcc21fdedc7f,Si4Ti4,194,hP8,-0.0730023,-6.75418,,True
Si-Ti,aflow:610ce05be4fb0701,Si3Ti1,123,tP4,-0.192453,-6.24491,,True
Si-Ti,aflow:612d53df013ac22d,Si3Ti4,139,tI14,-0.459657,-7.32047,,True
Si-Ti,aflow:649ebb8ead60d292,Si8Ti16,227,cF96,-0.531358,-7.63169,,True
Si-Ti,aflow:695d736ce23b303c,Si5Ti4,139,tI18,-0.450988,-6.99245,,True
Si-Ti,aflow:6a08688e54056510,Si1Ti2,69,oF12,-0.351197,-7.45153,,True
Si-Ti,aflow:6c13c4531c298eee,Si6Ti6,166,hR4,-0.0227838,-6.70396,,True
Si-Ti,aflow:6c62dd1b8c40741a,Si1Ti2,191,hP3,-0.213541,-7.31387,,True
Si-Ti,aflow:6de143b677892397,Si3Ti1,44,oI8,-0.13217,-6.18462,,True
Si-Ti,aflow:6d9f5ff6b8767e67,Si4Ti2,191,hP3,-0.24921,-6.51124,,True
Si-Ti,aflow:6e2e76f11cfcdcba,Si1Ti3,187,hP4,-0.220494,-7.5304,,True
Si-Ti,aflow:70c71bfd67c75b2d,Si4Ti2,63,oS12,-0.420354,-6.68238,,True
Si-Ti,aflow:7285824f35ddff89,Si2Ti4,63,oS12,-0.538151,-7.63848,,True
Si-Ti,aflow:79829b08e5acb48d,Si3Ti1,187,hP4,0.0884765,-5.96398,,False
Si-Ti,aflow:794a79e7cc88ffe5,Si8Ti24,86,tP32,,-5.47438,0.0,False
Si-Ti,aflow:7acb9259ef112e75,Si4Ti3,139,tI14,-0.363954,-6.8655,,True
Si-Ti,aflow:7b850efb4551e74c,Si4Ti2,63,oS12,-0.563583,-6.82561,,True
Si-Ti,aflow:7c4e908db31deb1a,Si4Ti2,12,mS12,-0.300979,-6.56301,,True
Si-Ti,aflow:7fedb1041919ed90,Si3Ti1,65,oS8,-0.03209,-6.08455,,True
Si-Ti,aflow:824a5adabad0923d,Si1Ti3,221,cP4,1.05319,-6.25671,,False
Si-Ti,aflow:8286403624a041f0,Si2Ti1,191,hP3,-0.0634757,-6.32551,,True
Si-Ti,aflow:83c5269534ee5a65,Si7Ti1,225,cF32,0.202155,-5.53594,,False
Si-Ti,aflow:846093545870647f,Si1Ti1,65,oS4,-0.528399,-7.20958,,True
Si-Ti,aflow:8434c39161458e65,Si4Ti2,63,oS12,,-5.69203,0.0,False
Si-Ti,aflow:857f30531e6d9218,Si1Ti2,164,hP3,-0.2183,-7.31863,,True
Si-Ti,aflow:867d6361c6b52831,Si8Ti4,205,cP12,0.552967,-5.70906,,False
Si-Ti,aflow:868f9610713d7dae,Si1Ti3,139,tI8,-0.420978,-7.73088,,True
Si-Ti,aflow:88086554a98aeeb9,Si1Ti1,221,cP2,-0.266982,-6.94816,,True
Si-Ti,aflow:88833c9ac6e0d255,Si2Ti2,12,mS8,-0.475536,-7.15672,,True
Si-Ti,aflow:88d64589c7f94372,Si4Ti4,62,oP8,,-5.80951,0.0,False
Si-Ti,aflow:89cc0fcc8da8cc9e,Si2Ti4,12,mS12,-0.566764,-7.66709,,True
Si-Ti,aflow:8a07390be425db7e,Si2Ti2,63,oS8,-0.769308,-7.45049,,True
Si-Ti,aflow:8a050973d93beccb,Si6Ti10,193,hP16,,-5.76848,0.0,False
Si-Ti,aflow:8c4cafc93c5fafae,Si6Ti10,193,hP16,,-5.76858,0.0,False
Si-Ti,aflow:8c393c283bac6bd6,Si1Ti3,123,tP4,-0.233913,-7.54382,,True
Si-Ti,aflow:8d2c209aa43f29e5,Si6Ti10,193,hP16,,-5.76848,0.0,False
Si-Ti,aflow:91493910dd021a91,Si8Ti4,194,hP12,-0.154688,-6.41672,,True
Si-Ti,aflow:918babe255e2452b,Si1Ti2,139,tI6,-0.501436,-7.60177,,True
Si-Ti,aflow:92f349442a91a7a2,Si4Ti4,65,oS4,,-5.58923,0.0,False
Si-Ti,aflow:933f53a9caaae058,Si5Ti1,38,oS12,0.13249,-5.71039,,False
Si-Ti,aflow:93d38adda0d1c45d,Si1Ti1,225,cF8,-0.440515,-7.12169,,True
Si-Ti,aflow:94ba62d1ded865e3,Si3Ti4,191,hP7,-0.512275,-7.37309,,True
Si-Ti,aflow:95dbf1a13db13528,Si3Ti3,8,mS12,-0.332455,-7.01364,,True
Si-Ti,aflow:9518a0a0ae69a396,Si1Ti2,225,cF12,-0.322416,-7.42275,,True
Si-Ti,aflow:9a3bc707ed70c01f,Si2Ti4,141,tI12,0.0250025,-7.07533,,False
Si-Ti,aflow:9e13d8175c266264,Si1Ti3,65,oS8,-0.286602,-7.59651,,True
Si-Ti,aflow:9ff1fa70da96987f,Si1Ti2,71,oI6,-0.502333,-7.60266,,True
Si-Ti,aflow:a04ce9d2176686f8,Si8Ti24,86,tP32,-0.500483,-7.81039,,True
Si-Ti,aflow:a2e866982de10b29,Si2Ti1,191,hP3,-0.24746,-6.50949,,True
Si-Ti,aflow:a3698fafad748cf8,Si3Ti1,221,cP4,-0.036844,-6.0893,,True
Si-Ti,aflow:a404b33092c3e313,Si4Ti4,71,oI8,,-5.63386,0.0,False
Si-Ti,aflow:a67d3f13d41fe2a9,Si2Ti3,166,hR5,-0.201545,-7.13422,,True
Si-Ti,aflow:ab1ceac8683e0757,Si6Ti2,59,oP8,-0.175425,-6.22788,,True
Si-Ti,aflow:ac8035254160c3f3,Si1Ti2,71,oI6,-0.50108,-7.60141,,True
Si-Ti,aflow:ae61e3455fc1f6ba,Si2Ti2,141,tI8,-0.603117,-7.2843,,True
Si-Ti,aflow:aeeb98a632ee31d1,Si3Ti5,65,oS16,-0.531488,-7.52703,,True
Si-Ti,aflow:afda611ae6ff0ed4,Si6Ti2,223,cP8,-0.0320724,-6.08453,,True
Si-Ti,aflow:af2d04dbe5c4db43,Si1Ti3,71,oI8,-0.420636,-7.73054,,True
Si-Ti,aflow:b07ce2bc1711a9b3,Si6Ti7,166,hR13,-0.0837692,-6.86168,,True
Si-Ti,aflow:b1481ea20f9097c7,Si3Ti3,8,mS12,-0.476456,-7.15764,,True
Si-Ti,aflow:b3c896c14e8d4139,Si4Ti8,205,cP12,-0.153588,-7.25392,,True
Si-Ti,aflow:b8a9c11ed0ce090c,Si1Ti4,229,cI10,0.379419,-7.05623,,False
Si-Ti,aflow:b8bc2d2fb80550ef,Si6Ti10,193,hP16,-0.76995,-7.76549,,True
Si-Ti,aflow:b94e2f8a42b0a021,Si2Ti1,139,tI6,-0.096427,-6.35846,,True
Si-Ti,aflow:bc4d4dfc19043ecb,Si4Ti2,70,oF24,,-5.69023,0.0,False
Si-Ti,aflow:bd6bf9c9e6fe1bb7,Si1Ti5,8,mS12,-0.210488,-7.72997,,True
Si-Ti,aflow:bdbc2c58c108ffe8,Si2Ti2,129,tP4,-0.0492272,-6.73041,,True
Si-Ti,aflow:be84b926d641c0bd,Si16Ti20,92,tP36,-0.792927,-7.61382,,True
Si-Ti,aflow:c561df9adb5b28ae,Si2Ti4,12,mS12,-0.327204,-7.42753,,True
Si-Ti,aflow:c822e8d689d72a4a,Si1Ti1,166,hR2,-0.324627,-7.00581,,True
Si-Ti,aflow:cad70a8550ed8dc5,Si24Ti5,217,cI58,0.113573,-5.74376,,False
Si-Ti,aflow:cbfb564cc157aeec,Si4Ti2,70,oF24,,-5.6905,0.0,False
Si-Ti,aflow:ccde82f5be5d4370,Si2Ti2,164,hP4,0.044424,-6.63676,,False
Si-Ti,aflow:cde127743c08912e,Si2Ti4,69,oF12,-0.352051,-7.45238,,True
Si-Ti,aflow:d1dc007e07973c89,Si2Ti2,129,tP4,-0.452756,-7.13394,,True
Si-Ti,aflow:d3301b9763c256db,Si5Ti3,65,oS16,-0.336632,-6.70345,,True
Si-Ti,aflow:d341a36f8ab41862,Si16Ti20,92,tP36,,-5.80359,0.0,False
Si-Ti,aflow:d6ee804c3e8671c4,Si2Ti1,191,hP3,-0.247511,-6.50954,,True
Si-Ti,aflow:d78cedf47230b18c,Si2Ti4,140,tI12,-0.680334,-7.78066,,True
Si-Ti,aflow:d8838aed786b09a3,Si2Ti2,123,tP2,-0.51739,-7.19857,,True
Si-Ti,aflow:d8e16ea4d4df6c62,Si2Ti2,194,hP4,-0.376742,-7.05792,,True
Si-Ti,aflow:d9a9d694695e4b64,Si5Ti1,65,oS12,0.09595,-5.74693,,False
Si-Ti,aflow:dab60018a29dfe91,Si3Ti1,225,cF16,0.307276,-5.74518,,False
Si-Ti,aflow:da2e8520f511a836,Si4Ti4,62,oP8,,-5.80952,0.0,False
Si-Ti,aflow:dcedc81d8c369093,Si2Ti1,225,cF12,0.148492,-6.11354,,False
Si-Ti,aflow:dee2a5210f8889f2,Si2Ti4,227,cF24,0.163194,-6.93714,,False
Si-Ti,aflow:e5879019fe112cb0,Si1Ti5,123,tP6,-0.128544,-7.64802,,True
Si-Ti,aflow:e6af586663b65132,Si6Ti10,193,hP16,,-5.76879,0.0,False
Si-Ti,aflow:ebb78da90e811aee,Si1Ti2,139,tI6,-0.501006,-7.60134,,True
Si-Ti,aflow:eb055ac361f3eea1,Si3Ti1,71,oI8,-0.125278,-6.17773,,True
Si-Ti,aflow:ed44e8c6495c2240,Si1Ti2,139,tI6,-0.350602,-7.45093,,True
Si-Ti,aflow:ede0769ea260d6f5,Si1Ti1,187,hP2,-0.480478,-7.16166,,True
Si-Ti,aflow:efdf15bbff62da2b,Si1Ti5,38,oS12,-0.211985,-7.73146,,True
Si-Ti,aflow:f1b121253b7a4605,Si3Ti1,166,hR4,0.0652368,-5.98722,,False
Si-Ti,aflow:f3bd4b72b815eb75,Si2Ti4,140,tI12,-0.680291,-7.78062,,True
Si-Ti,aflow:f3405460f14d2650,Si2Ti2,129,tP4,-0.444761,-7.12594,,True
Si-Ti,aflow:f35c579b8389a704,Si2Ti2,194,hP4,-0.562559,-7.24374,,True
Si-Ti,aflow:f701c256cbe392f8,Si2Ti1,71,oI6,-0.388585,-6.65061,,True
Si-Ti,aflow:f7aec985083cae51,Si4Ti2,194,hP6,-0.0711467,-6.33318,,True
Si-Ti,aflow:f8178e858e91aad6,Si2Ti6,63,oS16,-0.465908,-7.77581,,True
Si-Ti,aflow:f87d48e69f459505,Si16Ti20,92,tP36,,-5.80376,0.0,False
Si-Ti,aflow:f8eade8c8e4e886a,Si1Ti3,123,tP4,-0.427191,-7.7371,,True
Si-Ti,aflow:f9caa0af7164de04,Si4Ti2,58,oP6,0.0147617,-6.24727,,False
Si-Ti,aflow:f986b3bb7bccfaa3,Si2Ti4,12,mS12,-0.502296,-7.60263,,True
Si-Ti,aflow:fb2b406d3d8b95ca,Si7Ti6,166,hR13,-0.378014,-6.96247,,True
Si-Ti,aflow:fd9aa8a45f41599a,Si4Ti2,63,oS12,-0.563129,-6.82516,,True
Si-Ti,aflow:fd621271fe9103d6,Si1Ti2,216,cF12,,-4.97361,0.0,False
Si-Ti,aflow:fe77408f4a996da4,Si2Ti1,191,hP3,-0.247512,-6.50954,,True
Co-Si,aflow:017ee4be051c9ec7,Co4Si2,8,mS12,-0.323023,-6.87011,,True
Co-Si,aflow:04bd27d85ecf272b,Co1Si3,65,oS8,0.00951375,-5.83547,,False
Co-Si,aflow:054b20c937f91259,Co7Si6,166,hR13,-0.16617,-6.49722,,True
Co-Si,aflow:06ecffa51ea095fd,Co18Si6,194,hP24,-0.262848,-6.95035,,True
Co-Si,aflow:079b8b03fcf042c3,Co3Si1,123,tP4,-0.21025,-6.89775,,True
Co-Si,aflow:080ab72b0ab8b3ee,Co5Si1,123,tP6,-0.132472,-6.96039,,True
Co-Si,aflow:08c4a17fff33c587,Co6Si10,193,hP16,-0.122061,-6.17768,,True
Co-Si,aflow:08d1cfe76bcfcc5d,Co4Si4,198,cP8,,-4.73183,0.0,False
Co-Si,aflow:0848589e84153519,Co2Si2,129,tP4,-0.414449,-6.68069,,True
Co-Si,aflow:099cb5156ed4f15f,Co1Si3,71,oI8,0.182238,-5.66275,,False
Co-Si,aflow:0aa1e9f8aebc0756,Co4Si4,198,cP8,-0.61571,-6.88195,,True
Co-Si,aflow:0abf7c03e6e6017b,Co1Si4,139,tI10,0.466103,-5.29463,,False
Co-Si,aflow:0c985032776a1ab0,Co5Si1,8,mS12,-0.138365,-6.96629,,True
Co-Si,aflow:0da434f69ada8eaf,Co3Si1,166,hR4,-0.103517,-6.79102,,True
Co-Si,aflow:0efcbc4d9660dbd8,Co7Si1,225,cF32,-0.106265,-7.0044,,True
Co-Si,aflow:11c6d32a198c3fdf,Co1Si3,225,cF16,0.276565,-5.56842,,False
Co-Si,aflow:16293e6b8a99cee8,Co4Si2,12,mS12,-0.276497,-6.82358,,True
Co-Si,aflow:163bc35628f3db8e,Co2Si2,194,hP4,-0.0980155,-6.36426,,True
Co-Si,aflow:16d855ee1e9bdb39,Co3Si1,123,tP4,-0.23116,-6.91866,,True
Co-Si,aflow:18f8377cf4d5d146,Co3Si1,12,mS8,-0.218526,-6.90603,,True
Co-Si,aflow:197d02858cc01b20,Co4Si2,194,hP6,0.0433977,-6.50369,,False
Co-Si,aflow:19ca4425f754fb1b,Co3Si6,189,hP9,-0.23753,-6.22294,,True
Co-Si,aflow:192166aa1a44ba49,Co1Si2,225,cF12,,-5.00268,0.0,False
Co-Si,aflow:1a4e703ab54ab81c,Co4Si2,63,oS12,-0.307742,-6.85483,,True
Co-Si,aflow:1b18acb02fc31c13,Co4Si2,63,oS12,-0.185359,-6.73244,,True
Co-Si,aflow:1b21d8001d146e2d,Co3Si1,166,hR4,-0.0882745,-6.77578,,True
Co-Si,aflow:1c50f3d4ead0dd59,Co5Si4,139,tI18,-0.261059,-6.62092,,True
Co-Si,aflow:1d81581351995bd7,Co2Si2,164,hP4,0.0661238,-6.20012,,False
Co-Si,aflow:1efeb0fce00f9b48,Co4Si2,194,hP6,-0.378788,-6.92587,,True
Co-Si,aflow:1e4204422072afbf,Co2Si4,141,tI12,-0.231069,-6.21648,,True
Co-Si,aflow:22bc57e6572b5d12,Co4Si4,198,cP8,,-4.7319,0.0,False
Co-Si,aflow:2382982bc17681a5,Co3Si1,44,oI8,-0.234638,-6.92214,,True
Co-Si,aflow:27cd0a4a730ae735,Co1Si3,187,hP4,0.105611,-5.73938,,False
Co-Si,aflow:2886f665ebf33378,Co6Si3,189,hP9,-0.349351,-6.89643,,True
Co-Si,aflow:292b1cde5adc155b,Co18Si6,59,oP24,-0.279563,-6.96707,,True
Co-Si,aflow:2ab46ef7465b5a46,Co4Si4,198,cP8,-0.615617,-6.88186,,True
Co-Si,aflow:2aa97fbc116abd2a,Co2Si1,123,tP3,-0.015163,-6.56225,,True
Co-Si,aflow:2b7493af9098d7c4,Co2Si4,227,cF24,0.526695,-5.45871,,False
Co-Si,aflow:2dc11b4c08e69c09,Co1Si2,191,hP3,0.304198,-5.68121,,False
Co-Si,aflow:2dd37c6daf3f438e,Co2Si4,8,mS12,-0.0474995,-6.03291,,True
Co-Si,aflow:2e313a6e096a57cf,Co4Si4,62,oP8,-0.331483,-6.59773,,True
Co-Si,aflow:3047332fbf935dc7,Co1Si3,10,mP4,0.132598,-5.71239,,False
Co-Si,aflow:3055e60064f7396f,Co8Si16,227,cF96,-0.089542,-6.07495,,True
Co-Si,aflow:333a63117af4cf89,Co2Si2,74,oI8,-0.393258,-6.6595,,True
Co-Si,aflow:34d25adf9b049442,Co2Si6,223,cP8,0.224991,-5.62,,False
Co-Si,aflow:350a1f7343f91800,Co2Si4,63,oS12,-0.170774,-6.15618,,True
Co-Si,aflow:356f98dac9dd43d6,Co1Si1,65,oS4,-0.406935,-6.67318,,True
Co-Si,aflow:35679adb58a97e98,Co2Si2,129,tP4,-0.0523805,-6.31863,,True
Co-Si,aflow:365e82b1187c92da,Co3Si2,164,hP5,-0.419645,-6.85439,,True
Co-Si,aflow:361e0745abe98e2a,Co5Si24,217,cI58,0.366699,-5.34755,,False
Co-Si,aflow:379db503a0ec9933,Co2Si1,71,oI6,-0.271157,-6.81824,,True
Co-Si,aflow:39f5dca97d58a4df,Co2Si2,166,hR4,-0.246292,-6.51254,,True
Co-Si,aflow:3b8c32c361b3f012,Co4Si8,194,hP12,0.361958,-5.62345,,False
Co-Si,aflow:3cfd458f087057fd,Co2Si1,164,hP3,0.00524133,-6.54184,,False
Co-Si,aflow:3da06f0d92c742f9,Co3Si1,123,tP4,-0.231871,-6.91937,,True
Co-Si,aflow:3efe4fb61f074799,Co1Si5,123,tP6,0.205063,-5.49951,,False
Co-Si,aflow:3ef4050d7b75207f,Co2Si6,194,hP8,0.303936,-5.54105,,False
Co-Si,aflow:3e0015692160262d,Co1Si1,123,tP2,-0.406373,-6.67262,,True
Co-Si,aflow:40b607bd6911bd6c,Co3Si1,139,tI8,-0.284311,-6.97181,,True
Co-Si,aflow:4385e625cc569287,Co2Si4,63,oS12,-0.116603,-6.10201,,True
Co-Si,aflow:44b5c9dfffc5c72d,Co1Si3,221,cP4,0.513608,-5.33138,,False
Co-Si,aflow:45ce32bfa9ba52a4,Co1Si2,69,oF12,-1.30308,-7.28849,,True
Co-Si,aflow:45884ae66865ccbc,Co2Si1,139,tI6,-0.320421,-6.8675,,True
Co-Si,aflow:4914df4f7c7efdad,Co2Si1,225,cF12,-0.206018,-6.7531,,True
Co-Si,aflow:49c2ac723ead6734,Co2Si2,12,mS8,-0.523868,-6.79011,,True
Co-Si,aflow:49a3e9b9751ca3f7,Co2Si3,166,hR5,-0.240091,-6.33783,,True
Co-Si,aflow:4ac4da985c5b1bbe,Co16Si8,194,hP24,0.161327,-6.38576,,False
Co-Si,aflow:4a43688b446aead0,Co3Si2,166,hR5,-0.222094,-6.65684,,True
Co-Si,aflow:4cecbfe5aa89af22,Co2Si4,194,hP6,0.359313,-5.62609,,False
Co-Si,aflow:4ee598281559e598,Co6Si2,194,hP8,-0.271252,-6.95875,,True
Co-Si,aflow:4e7f7ea8faad52d2,Co4Si4,198,cP8,,-4.7319,0.0,False
